;EFECTIVO;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
4301;0;13585641,87;0;6236868579;-4211714779;8566715317;11565135,6;3174588807;13759459,17;-5432886259;88758093,4;59981487,47;4356616873;6514872,25;0
4302;0;21879722,66;0;1148992932;7,24537E+15;1184803295;1417421,36;0;0;-4871072574;56281890,29;52221033,72;20916768,3;28802173,24;1
4303;6448537571;13838863,1;202184535;0;3869645078;2107606147;2,29275E+16;2867508897;7386852315;-2,80998E+16;83809207,78;20946116,21;6,5957E+15;0;1
4304;2,0085E+16;5610836306;1185981626;7247758455;1941963,49;2485076695;6250622219;4473561,93;-4,3601E+15;6361396772;79328371,37;18473290,25;27618175,01;23736713,98;1
4305;1451829053;1145299623;2704552335;1749259303;2924561,55;0;1784154895;4194246035;7592788557;-4062135298;7493140,19;11022981,06;9,59257E+15;13607751,68;1
4306;7322743352;16910734,77;0;6655864017;6,03063E+15;2628390658;2302034735;2360009758;0;-2314901365;120023139,2;61383132,9;41303583,47;30692504,7;1
4307;1531213612;2430603872;1633521626;9838855614;5766829712;0;4534433393;0;-16599038,71;1409514905;6513166325;15293496,08;6146803193;9186970232;1
4308;5241298857;14262067,23;4,07392E+16;3,01543E+16;-5768746747;2688609814;6686656701;7075874344;16849155,94;-4931170405;236675421,3;111581251,6;38131355,92;27898463,14;1
4309;0;0;809563498;1028191694;8081904001;0;0;37858053,24;3964677208;-1643008427;0;76618354,39;25004871,96;0;1
4310;0;0;23246800,55;3,1897E+16;-14368848,07;1288000717;2899930688;0;0;7064715473;0;43033672,44;13812188,56;0;1
4311;5350738542;9999295463;8775184587;1,46523E+16;7747352337;7986566546;9884821228;1,3673E+16;0;0;4304035668;3,14388E+16;0;4584877135;1
4312;7336660404;12033837,47;0;7705879651;4429327513;1552222193;1519631872;4416651817;-1379988782;-2125541199;77266734,91;40232819,22;8519849349;12358315,7;1
4313;5406911461;16458824,96;0;4366086597;0;7036980455;1131927495;1080225506;1372641906;-4714114998;54730631,43;87342939,29;25300843,89;26330042,2;1
4314;7696417858;38023520,26;4986358897;973657156;7,54974E+16;1870984972;5909398068;15920978,45;-5308445725;-2,08187E+16;0;40895617,28;11794754,88;0;1
4315;1932739469;0;557004642;212256958;-2740260059;1162064139;5913618454;7868341509;-3176462145;-5,49543E+15;9158273193;8882427124;1247771511;1,61125E+16;1
4316;1019323757;76788260,4;8310647279;0;4096369187;1431345389;10822186,53;5166784807;24653214,36;-7198957536;338629613,9;0;67630971,3;41610010,45;1
4317;2004458394;0;7069036649;2247497733;-11581833,98;5289824476;3301976605;7464177403;9456264,5;8055003684;62209302,79;64810030,22;30832052,25;27461360,13;1
4318;6392892299;9482037228;287559196;4450194458;-4358663469;1039985623;3100228548;4161583855;-4,06276E+16;-1460723868;4206243219;8349091831;0;5410446279;1
4319;0;0;333636532;582303,27;0;9301282909;1082268073;2091949908;4270521,06;171169863;51090839,21;25294144,66;10538664,08;18367349,7;1
4320;1533079352;0;9,34005E+15;3,03091E+16;5809236891;8138571671;0;4483178426;14537583,81;-4139390923;364388131,1;330414291,4;31364221,35;26963831,9;1
4321;1469300,95;1369970484;5,08661E+15;0;-11234102,33;1215571971;1058152856;1318425331;9059681894;-4,45541E+16;32321427,99;42189878,52;3411030223;5365126426;0
4322;2732917374;14244358,54;455168826;0;0;3297432579;0;9531588678;0;-3309364213;43216008,2;29505972,97;10158498,83;7187875743;1
4323;0;3754566211;3580156199;5295495433;0;1536670817;7556709515;4087068098;9449762751;-7,58233E+15;51175521,16;5365870839;5417310,71;5020422,34;1
4324;0;3105794893;4491864377;1,59644E+16;2909696653;297018575;2507581,69;0;-5143109092;-4302224953;37327035,35;107461627,6;5673513616;8,4978E+15;1
4325;9700870391;5093729021;2555871899;0;-5,44874E+15;5,72054E+16;1969438254;1654131032;1598316408;5991631287;0;5326304,82;6005517565;4024788515;1
4326;0;3098461106;9498102109;6955491283;1086269831;1120833544;3742559364;3816488867;5,31501E+15;-2000970,3;71779021,07;37070934,95;13792594,27;16951729,35;1
4327;532183584;5102910568;1,26892E+16;4857689681;0;0;6537557594;6033519039;5339498781;-2664155685;40848382,68;7595771543;7092592243;0;1
4328;2218489695;0;2229892536;0;6945622969;1366066709;9137633029;3,24191E+16;0;-4708330648;61420477,58;17062834,95;0;8897228062;1
4329;407239749;8525659759;3019931677;2253275176;-1,66536E+16;1967766343;9940071677;2332033909;-1,37684E+16;-1,59344E+16;26423533,02;0;2657425247;0;1
4330;217073734;0;9468261,91;3033259039;8417877724;0;8573168342;1,0102E+16;0;-6,80647E+16;122085261,3;41474697,78;0;14203229,65;1
4331;10178968,73;7,12299E+16;7767326,57;6,23731E+15;-11581874,2;7018645185;10777003,29;5191432105;19633097,24;-1520258356;391973162,3;0;32977057,14;27594591,76;1
4332;0;2046111584;3040227951;1262667432;5280849203;4781167263;1673228,52;2160800359;5943808025;-1520125392;0;12650425,13;4858015249;0;1
4333;6926735981;5009884302;13663989,52;2,79669E+16;-9240071333;9146578658;1396546169;2226793049;0;7233328074;0;0;12938157,42;16728776,36;1
4334;2825941239;13039762,78;4713324462;9223250835;7,0192E+15;1074871758;5048252762;1999304555;2428811973;-3,2149E+16;0;11235684,74;8160721969;0;1
4335;0;2671508736;811190,73;1504428253;4277776,45;0;2,19966E+16;0;-5209400318;8506367027;0;6999630467;10485783,94;6,72085E+15;1
4336;1230011599;2829128838;3612112666;0;8,70452E+15;436938278;7104115482;4823102733;-8971476,25;-3815695688;0;1390139221;4061613718;3553147981;1
4337;9063083648;2316722155;183555812;2643472729;7105050801;339324055;2462861783;3657898055;-5577107998;-1,90945E+16;5,34262E+16;0;1,77419E+16;0;1
4338;5049865002;9,01453E+15;2374107374;1421053445;2482319134;1887330585;1661705279;0;7346134533;-4645366176;101018130,1;167191112,9;15025606,42;19287944,63;1
4339;1229933894;7830207217;8712980726;1299414212;2884170715;8,34574E+15;1012325085;9536965658;-8331499662;0;0;62288477,67;3,77076E+16;9497421089;1
4340;6807265419;7831534859;1108353871;2698118558;3473797631;3549438968;1469328302;5900383499;1,36991E+16;0;30505970,22;66878618,9;16640965,28;23749914,08;1
4341;2,88131E+16;7645594783;1110247848;5263786994;2128871437;1194171261;9708961671;1,46016E+16;7300634491;-2215590899;60058686,52;31907004,7;9316401824;11987468,85;1
4342;0;32164534,75;5239526749;6,63744E+15;-4656671,71;1704671885;10691796,92;0;18333004,81;-2361483,89;416655350,4;0;71323573,7;44162783,77;1
4343;7853222594;25025575,85;1,24501E+16;1420711022;8346204153;0;565745644;3,2421E+16;0;-5,63849E+15;12434279,01;46870662,43;3421198146;0;1
4344;2746631,5;22101231,91;8,3655E+15;0;2397361849;1,37681E+16;1,70297E+16;5,59244E+15;8117053346;-1957715269;198189161,1;388363396,5;0;48308037,97;1
4345;0;3151492416;9351258193;4380650963;-7,16882E+15;4230280617;2830612545;7529244997;13359848,74;-1312661499;0;6781266,43;0;3206192025;1
4346;1069642377;68804597,39;2048270737;226076962;0;8017225445;9501952437;13858301,64;6,99642E+15;-6591096446;127426953,9;66042819,2;0;0;1
4347;0;41014873,91;1893243432;5586438398;7907135328;566399136;5,70316E+16;9356191991;7481637319;-6,88827E+15;97718400,86;120238725,3;5981625403;13158631,79;1
4348;5743737876;8480250974;0;1343098801;2,78937E+16;4031413197;1349706541;16845950,28;-8320587,75;-2932637256;0;81002808,89;15866995,39;0;1
4349;3834230892;10882422,64;1621689201;7278742138;5667614051;0;8979241097;1759308418;0;-1732330426;75401180,63;0;0;23961157,23;1
4350;6379019094;1176973,28;2416874124;2425660886;1543936;0;2411376701;0;-2862965,89;-7791961239;14067485,2;20292939,59;12664724,75;0;1
4351;0;11449586,09;4625899308;3854210008;0;2771008391;4,73417E+15;3,70312E+16;2807661548;-5835536078;142062291,2;0;0;0;1
4352;1495331004;0;9941565557;8629480959;0;3604471433;2735849064;666918365;14633371,82;-4021425088;88104253,83;29981030,23;8912440588;6839150109;0
4353;4402160899;5203935091;10667848,77;1337197173;-13916151,31;5201860599;2605880735;3718602178;18419706,25;3768892454;86145082,82;0;0;8825684215;1
4354;4933535194;43885074,35;307504683;1207562828;-2151364,14;0;1688803,16;4,45259E+15;17600884,6;-1952362136;368231870,4;0;40906979,91;48064021,3;1
4355;8497444569;23041393,55;0;2546315137;1751170,81;5948559733;1733945747;4653220761;4707594631;-4371488216;195496317,8;0;27084519,09;39600213,83;1
4356;5364601986;0;1300243212;9604236694;5304932697;953732918;0;3484520,48;-9289074,97;435569766;0;17787835,82;0;15453923,58;1
4357;0;31854355,83;2028538609;1408401,13;0;4187942178;0;3487197605;13566860,38;-1327574846;245639486,3;0;28499506,19;0;1
4358;4607182185;1564871124;5,3226E+16;2816568094;3,68546E+16;5251243638;2512275604;7634732149;-7569221546;0;6,52767E+15;0;3,36586E+16;4766062129;1
4359;6250674623;0;0;3,98193E+16;2505937749;1518139818;10364848,49;2288672299;6476549795;-3,49446E+16;131402603,7;0;3691326297;1,85691E+16;1
4360;0;5877807775;2621588697;2501109437;7764086783;1273784854;1838295,55;4530293062;3456860353;-5,61458E+16;15571192,34;15050204,65;2,03832E+16;2173878309;1
4361;0;6520484347;3491947318;0;2840854671;2875406506;2509400819;102776591;-17054808,66;-1163893179;5270161375;4221191156;5310980555;0;1
4362;4318292799;0;2664968741;1042441911;-3694770271;366268485;3257414487;8474493444;-10641597,23;-6677820615;1946499167;1,86152E+16;5,66046E+16;1101741432;1
4363;1009515342;9017138498;0;5411655902;8083911259;1759531281;1320583043;1,48533E+16;-1291963076;-1,39606E+16;0;25598200,52;18307232,97;23431690,87;1
4364;0;6929630,33;3698894005;1784841196;7,76223E+15;1870511177;1828619606;4219351272;10516742,25;-5557624759;71789105,91;0;1291339781;1626322375;1
4365;8339425871;3533657468;1636633,42;7,45516E+15;0;2384918027;1,23528E+16;6552496238;4827262053;1167056675;0;188545784,8;35755437,55;0;1
4366;3,93075E+16;2,90034E+16;8256616,71;4095564189;-4001501117;2245665152;1090583794;1367610,35;6,17823E+15;9592472192;211923493,5;0;28104894,82;27774319,41;1
4367;6,89296E+15;4369101616;0;1574587,5;-9911637069;1151986183;2049142294;8465089111;6522746211;1186136,03;0;8479595078;23548286,39;17764722,11;1
4368;2706982398;1,42733E+16;0;2307733795;0;2794475753;6664504187;0;-6021919203;-5168694663;0;2,99891E+16;3338959853;1229145117;1
4369;9793443528;28859442,92;4678163533;2366498,1;2301520124;4016676512;0;9202915326;19895097,2;-5796922391;0;368201114,5;35196636,03;22933968,01;1
4370;0;1,35458E+16;0;1429556394;-7852270387;5113117855;0;1,89641E+16;0;0;112039975,9;102031729,4;33175898,53;34187630,41;1
4371;1,38086E+16;9043958359;7131128125;4162051636;4102148579;7793856647;1871114757;3741880564;13276809,18;-4477469433;140086515,5;10912888,58;18654936,25;0;1
4372;5112462589;11165718,59;9785633502;7882225486;3900892453;0;2721088455;5,49644E+15;-3,71885E+16;9464132479;86952966,09;0;31425492,14;25978719,22;1
4373;1313347077;0;1141995241;9891527264;-2200976942;1577662279;1026998,59;7,24955E+15;-9242891303;-1580848811;41944541,81;137824229,2;0;0;1
4374;2426662727;0;1431122847;3230625659;6965243556;548840408;1,75789E+16;2096819034;0;-3811110828;43839601,83;16783732,06;0;5525742789;1
4375;0;3255534787;6574987376;2620894763;7915294511;279757217;0;2915441254;4875405539;-2608240191;28121960,42;3166834409;1395388166;3223448542;1
4376;1079603929;9722425307;0;0;2315074,85;1107762636;3,71156E+16;3527053276;11127556,1;-3251212874;59971504,99;47332050,19;13538495,17;18515290,88;1
4377;5286883909;17338639,89;1039134,85;1,78333E+16;8662320063;0;648365473;14133224,97;-15409866,14;8968522943;62674798,98;33876090,52;0;43952736,41;1
4378;1730721606;0;0;1457911624;8509525136;2879302424;1514989124;3534576916;2226737122;-1,70621E+16;113174206,6;15869371,13;0;0;1
4379;0;13543896,7;6793364119;0;7262147957;112159618;9038775758;2075547417;0;-8331179761;56402658,59;16695065,86;5,63127E+15;7538178,49;1
4380;1002469,91;9650452015;3614387172;8536757215;-9046622486;1054023377;8674099209;0;0;-7081088084;98794183,54;163456263,3;2745483854;11629712;0
4381;8051458481;12389467,32;6027878929;5375764593;4319575274;0;6830633898;19756219,59;0;7347939873;32247925,41;42617280,62;0;26231259,78;1
4382;0;2653921546;3,98628E+16;2828853,36;-5290094355;4504336247;2677248497;0;2357418243;2562580044;0;0;0;0;1
4383;5834726655;9,93421E+15;2453649522;4857048605;5,9476E+16;0;3613555825;1073740617;-15999315,03;8672564791;5840770,75;0;5536271788;3445914836;1
4384;1620620364;0;0;2,85631E+16;-5403852569;5082309437;4,93462E+15;0;-6645057341;-872578378;52124657,32;34048090,13;0;4807756039;1
4385;2583343661;8510448761;1,02031E+16;3147992437;-5006917467;100842381;7133904544;1334193793;6,45581E+15;0;21925571,51;11233853,28;1224301735;2892068046;1
4386;1310632725;6,85912E+15;4,94015E+16;5882245275;7,68632E+15;155119508;1380944473;5612199887;-6042054935;2092405235;0;2775277,27;7,25831E+15;11954326,89;1
4387;0;0;3825731567;0;-11496364,56;0;4725449044;1702124,3;21011576,45;-1471889314;0;290272158,1;39366139,21;31808036,16;1
4388;6045395593;2347544833;4483357288;1530469782;-1,54883E+16;6447354941;0;2492535922;224203134;0;30550305,08;2873755856;10587550,84;8117898372;1
4389;229776456;2697248,13;5266143886;3674366042;6,78398E+15;7,60067E+15;3523364085;8480659232;5,41436E+15;3977036461;47484329,39;2,48962E+16;3528248152;0;1
4390;7641516931;9318840527;5483501666;0;-2555861114;911746616;4405263975;0;-2208331636;1177920376;56374023,43;0;37106882,12;25320495,33;1
4391;0;0;8,2983E+15;1122593,37;-349057792;0;1900887,15;1453207785;11303914,08;-7378583759;160101857,6;36275287,02;34439987,38;27517773,7;1
4392;8104987376;15300903,05;1455946411;2930912452;4028103,44;1642898966;8412511117;0;4978403,44;-2679980611;60010947,08;0;0;8390000429;1
4393;4818480757;4865406466;4279953539;0;-12226062,37;8366176044;0;1911086855;0;-1982452506;300251597,5;123847377,3;0;32007580,46;1
4394;3457141,57;3825777642;3,89693E+16;8,15618E+15;-3,38692E+16;4212602697;2,4168E+16;4566844,41;7164404351;8723383559;106205410,6;0;24527800,86;0;1
4395;6,77189E+15;41465272,84;59902790,68;4,56541E+15;7,34016E+15;1486947169;9369177642;11839983,58;2442434156;0;370696611,4;122084261,8;65075904,26;45769876,76;1
4396;6209621194;16490073,44;1746765,3;4896333824;-6,2403E+16;1788653082;5,99844E+15;4521541821;19188598,02;2408920488;0;105871644,3;25722462,33;0;1
4397;2605280366;8,07354E+16;1,35021E+16;2201671,33;2,26868E+16;1495179802;6908534781;2564013295;9421231514;-4683675228;103026963,7;327624902,6;16653252,34;0;1
4398;8584566356;2,85686E+16;1340085672;1,69162E+16;-1118387882;151727265;6217349142;6221821952;4575952671;-1719444103;0;24433241,31;11509680,91;13922554,05;1
4399;0;0;0;0;5307332968;4731555654;2039917783;4227645817;11968455,77;-4477309357;109030526,1;101842433,6;9,56296E+15;16484223,95;1
4400;6900328669;1,81173E+16;7086504164;2522020518;1,03011E+16;5,48908E+16;9194837872;0;584932432;0;81533222,55;83510151,87;14290902,47;15747403,17;1
4401;1817007,21;13695571,36;3014282126;7645507748;1,69642E+16;2208047995;4104427435;2669973945;8977234488;-3880632227;84248581,52;178258732,1;33841736,44;0;1
4402;0;2096975851;1377900471;7211999631;3595921401;1104609102;2031699835;3940374712;0;3384857682;10749868,86;28395032,2;8009247051;11999583,41;1
4403;4564754788;6819009996;8292347329;1,72898E+16;1944690154;2,10693E+16;1530650199;7883752935;0;-3562429994;0;131637980,6;14308763,05;12750366,98;1
4404;1007617099;3533183356;0;2326410191;-6805208712;4444263452;1,04321E+16;9708741122;16124912,97;-106713415;211526827,4;63349239,49;32155437,01;22298095,06;1
4405;0;4240262039;2026050348;1078839567;0;5773251961;9363872695;2997066955;-8747178795;-1791460947;4675815355;5998319416;2933335373;3,80328E+16;1
4406;2220561662;0;0;5418732907;8315972091;1587090501;1836878994;0;-7959553337;-3,32368E+16;105003279,2;93755079,88;0;32769030,85;1
4407;6175346248;2354020798;5955430677;0;-5922941134;7696373147;3016459085;3844309862;11635936,73;-3658138645;144448730,6;129963647,6;6267758206;7,00224E+15;0
4408;2006519096;7153889024;5,7458E+16;5,64246E+16;0;5,8379E+15;3,90728E+16;1293853435;6807769588;-6937002171;14188197,98;35829321,84;6,89856E+15;5198889251;1
4409;3430399776;4128327088;101510705,7;4,12809E+16;-10863928,33;1384826072;7,97641E+15;2890898959;15071746,48;-4141511,18;106177705,4;254768718,1;11364698,91;8349399991;0
4410;1147398812;0;3534510533;0;-2102158524;2170048214;9587757829;1195991627;3840128442;-4,14905E+16;5622229,36;14898977,58;1446173648;1189677275;1
4411;2007810706;2936555798;5989921586;1530004,56;2504595141;1172120927;3906108702;5737342201;-5355332577;3017869321;31751625,1;15847467;5476931582;9,44403E+15;1
4412;0;11380770,64;0;0;4,2023E+15;5614556661;5360530036;7272844245;5619516016;0;68275312,2;49705247,88;17884980,75;28297024,78;1
4413;468824908;0;1047503418;1665640911;8192998489;2578976428;3119527945;7618528499;-18975645,08;7081281114;1,55846E+16;1213555682;1182899572;2662823086;1
4414;1,82777E+16;26939751,03;0;1,30463E+16;-2523820,08;2,13016E+16;3918933635;4402084727;26387554,28;0;0;279304090,1;20149946,66;32305666,49;1
4415;6903054477;11201276,75;1144227545;6171031586;6,11288E+16;3265608149;0;2,68151E+16;-2,89259E+16;-1360018698;37121168,36;53890654,59;18500777,35;24433520,1;1
4416;0;1917403773;0;0;-14302699,55;400260405;0;1,59183E+16;0;8399659023;113982432,6;241216357,2;19316588,27;21418668,34;1
4417;2588427371;13502657,86;3083780377;5674367566;5763911,17;9191085888;3066437065;6310304759;0;-1983281386;86103082,16;57975072,93;30559299,62;23897438,47;1
4418;3997890197;10117035,12;3903046829;8,66444E+15;7057741033;218928155;8,75785E+15;0;0;9543072757;25685556,04;0;14717482,24;23577042,65;1
4419;2008330,32;19932130,99;2,12656E+16;5351628973;4773902286;2513377328;6,70866E+15;0;-4658469322;-1174194655;160303425,2;840150178,8;29616550,98;41077881,07;1
4420;1801855155;0;0;1,04393E+16;-1730058826;1467720234;1408281815;1391006913;8489397579;-5,47613E+15;22584281,13;66828724,16;1,72869E+16;3,99536E+16;1
4421;2,25853E+16;8588401776;16057904,84;6349565695;-4147630878;0;9230350242;1,99133E+16;1324848085;4411463796;125123990,6;279453137,3;20139865,11;26493044,46;1
4422;3,68329E+16;6552540156;739017203;5793756631;0;193289901;8458138014;5155043634;5014511295;1184805736;84862312,8;79357069,65;3645533065;2679553304;1
4423;0;21654479,38;0;4054138424;8,17929E+16;9,18611E+15;1,97942E+16;4318837715;11548235,47;-7581292701;90641187,17;0;3377979,64;5,36708E+15;1
4424;0;13856367,16;29703576,59;2780898742;2014053014;4509875819;16612207,33;1251853,71;9262081064;-6902906113;138784586,6;279555562,8;6,38802E+15;8,02888E+15;1
4425;5035647312;1571331732;6760448777;2948735573;2587358503;2,5265E+16;9156773235;2888851468;0;-4465331584;2537462866;0;6202569334;1016501238;1
4426;6018077886;9114424494;1356442757;1388254218;0;7356592094;119014339;1202132798;-4771316404;1584323327;30069539,64;0;0;8522195693;1
4427;8,92483E+15;6907933205;4141649155;1455428174;0;1030855189;2,5337E+16;1357892483;-4327767549;-1991102525;18954950,74;3566077232;5,78846E+15;11928101,2;1
4428;0;4307442136;9721564521;1299944499;1461086178;5842634379;1,96057E+16;242296128;0;-1287357133;5560545259;1062274241;1333418075;8841123082;1
4429;1097417341;0;1495477111;1538910615;-4000929,88;3248991331;1336080232;2361769,84;2340158644;-1336408346;51093956,2;78630217,32;12184289,29;13496075,92;1
4430;2124800006;1625561904;0;4436321972;-5455062506;3272356888;3,32742E+16;9931285636;-4138735966;-6660434965;10787165,39;24468162,6;4,01887E+16;5287169,42;1
4431;3238617866;3162659,03;7,94384E+16;2446490528;6,96828E+15;1760209755;1415395169;2110430988;0;-2298219726;15082000,19;0;9388566904;3817912762;1
4432;1421008,75;45007873,2;1,4919E+16;1663233461;6285664335;0;1563003,66;6654947661;13451634,28;-1320987455;330131829;135520057,4;49142547,69;0;1
4433;4,15825E+16;9299909326;17763291,89;1,32852E+16;-4730201,16;2105354346;14905526,47;6157662499;18056642,48;-3464085108;0;102673333,8;28925746,01;0;1
4434;0;4153654,43;1176264753;0;-7071654605;1064641,23;1669701852;12982108,77;4824878305;-5928135177;37932734,56;65359992,18;24039747,59;31461425,21;1
4435;1701595121;3798326548;3550622211;8790583705;3,61003E+16;0;1,44848E+16;2828206731;-3896912561;0;20245933,94;41088880,41;2451845759;2,83748E+16;1
4436;1674392479;17900185,75;5475160207;2424583731;0;6593838508;5778212129;3,13323E+16;13592928,24;-3,58232E+16;199273758,4;675639571,5;60509156,44;37374379,63;1
4437;0;37228856,5;5890831137;2647108966;8494820,22;4024555906;4413531221;4670017,13;0;-6082852328;74695467,65;70634552,48;21181194,38;18980296,08;1
4438;0;24369795,2;4160905184;7982257293;0;5792433524;3009626829;2,46565E+16;-6565714589;-2506221196;53992471,25;39199348,03;5711330307;12638437,61;1
4439;3842668314;10600473,04;3,30964E+16;2649508145;5,55015E+15;1963038919;2,41378E+16;7,03412E+15;-4697229421;-3781575455;20825347,82;6468183209;0;3849831375;1
4440;3515615458;5277537576;5644058491;5331371547;0;0;1301211025;0;0;-1742563;5325381648;59958004,55;0;14956490,02;1
4441;8361463576;3244631546;4799085681;3220605637;711324599;8691657807;4393821843;5515264105;-5277711431;-5096793885;0;25093238,3;10167976,59;16356770,76;1
4442;4457137081;2394616935;8122340803;0;-12870178,91;5790726971;1653511,33;2374901154;22220015,02;5429120438;254533065,2;25617935,29;26973690,22;24567618,32;1
4443;1086442415;6105700833;9661875788;3438708814;-7,08047E+16;1047146126;1210021353;0;4131356896;-1,11479E+16;78806144,76;99053974,56;5,55499E+15;8,13278E+15;1
4444;3425315666;3712396974;1258942132;9529417309;0;6337567525;0;114900159;17944278,88;0;0;0;4393674888;7340813995;1
4445;0;8312063081;0;6409728828;-3045974262;4248264664;1,46992E+16;7594223137;2,43893E+16;-1,34957E+16;57878782,59;61537610,35;13816007,89;26678445,96;1
4446;1070847273;0;1276408486;4691766267;3,04879E+16;1310879697;8192796693;1279355077;1,65268E+16;-2502888264;0;0;4387107533;4729614027;1
4447;2447731499;3,56476E+16;0;3731776403;8689508508;1024154713;1678507811;1405194563;-12399925,59;-1117326884;0;6,6417E+15;10297780,35;11777866,77;1
4448;3197850651;4,83655E+16;1,42556E+16;1389187112;-7,72447E+15;0;6178531445;5113504143;13769713,92;-3,10145E+16;0;0;8520437148;12142658,1;0
4449;1079682368;62235924,72;3428527933;1791967246;7685373073;0;1299034638;1675967582;10432249,72;-3377685111;307322235;289045314,7;53631064,25;53950963,33;1
4450;2350847473;9246178737;0;0;0;2953100616;2,00229E+16;4843223699;0;-3635743675;27329212,87;101726465;8236720252;0;0
4451;22383585,75;6619662695;28944835,09;4,08397E+16;-13519908,37;0;3667509885;2098830977;23766310,33;3785770791;336357925,6;348225317,3;67621294,96;55361807,93;1
4452;2423773799;3367659731;0;3,63016E+16;0;3327014637;1300285006;3966028289;0;0;195826809,5;0;17580577,67;23406516,36;1
4453;0;9499040,71;4628182606;6976281759;-6462011006;8106171519;2,13409E+16;0;6227493243;-1,37227E+16;73058341,03;73809490,87;11494918,14;19430489,27;1
4454;8725571572;33476292,75;0;3,27079E+16;-4214868907;4964100516;7618608658;5863360677;15986854,41;-7421271637;421452162,7;252690561,6;53531770,6;39777519,23;1
4455;3,00133E+16;33958291,04;4221210079;1248350978;4480175321;6385301348;0;6271632999;7,25475E+15;-5778533294;127125214,4;253914442,2;12364824,31;23496810,2;1
4456;5180275455;4961528142;0;1077616965;3,0924E+16;0;0;2499659891;6914000057;0;99189082,92;0;0;0;1
4457;4623135868;1265840455;18887845,82;1372203915;0;6452705515;5968854767;3822181486;-5,3846E+15;6819866667;0;24830513,49;0;11102009,27;1
4458;3473970684;11228020,54;6292773843;1448296511;1,49677E+16;0;0;3333609269;16082368,16;-2,97343E+16;0;102212751,5;23007442,59;19068695,86;0
4459;0;3419440329;9,25126E+15;2,71412E+16;-6,93232E+15;137910948;6658583,76;4273366748;12034565,17;-4655913698;111976828,9;153683989,9;4309329304;4280727342;0
4460;3,96158E+16;20504223,23;5550559586;0;3,47466E+16;8127047447;1315502293;5380495425;-3904864726;6230693575;146032918,8;265626655,7;48475936,32;43826126,11;1
4461;0;15177362,41;3191243518;1441730042;8436187605;2258559195;1356229129;2562470411;-3,61263E+16;-3769782,45;76939360,11;0;17092597,42;20480216,23;1
4462;5691279883;4377654875;7,89065E+15;1058166459;-8483013077;1553496369;0;0;0;-2321389795;139170150,8;45644967,82;0;20177854,97;0
4463;7,82729E+15;4998760254;869320837;0;0;0;188594415;11286260,9;0;1206539979;1906009658;0;0;19179234,08;1
4464;1785072392;1,4374E+16;0;8729478612;4,58181E+16;7501319979;1649258947;1488579843;0;8726177172;0;4699144,74;11704262,52;13957293,55;1
4465;1517863413;4,81165E+16;0;5671772163;-3,91241E+16;6451943046;0;0;-7,82978E+15;1186495129;0;0;0;3529903189;1
4466;5703720485;3689874554;46747331,65;0;-12816055,95;0;0;0;17610711,84;-1279667874;114428785;112618125,5;26886154,25;14685126,17;1
4467;0;2532201101;3,07825E+16;1,07183E+16;3822155635;2080274227;1,06317E+16;9717498136;-3636278062;-7765776141;16266364,62;21091889,99;0;7161567469;1
4468;1,8446E+16;37200593,1;0;3,02971E+16;2,97189E+16;8145740484;4410526,18;4885778005;16904409,08;-4608001295;179744905,3;48067167,8;13220674,28;20516772,69;1
4469;8981563288;41324905;0;7821750674;7950458209;5263709464;2446749819;8598420563;3517628867;0;170300663,4;26599526,05;34902925,95;30224179,92;1
4470;128673834;1,55056E+16;0;1031066479;6,32344E+15;4729473558;8532600273;6,80529E+15;-9260182157;-1,54203E+16;0;0;1155318505;1,73341E+16;1
4471;2258454699;2169271098;0;6999859972;-6,18833E+15;5,39319E+15;1697117326;145024,46;7525376529;-1001185,72;0;13373613,11;4733614308;6619594584;1
4472;3575819614;23582818,09;0;0;6,9991E+15;9526798062;0;13235803,66;-7835926,15;3843395399;70430021,59;38809247,93;32284140,73;18309072,03;1
4473;163517025;2270109,71;0;0;0;5728889735;5,62164E+15;3,36505E+16;-8715691975;0;5,47422E+15;0;0;1380943074;1
4474;6,90978E+15;9680997522;4046696121;1909875066;6358383472;0;1411954841;1607132481;-7300775368;-3058449593;6486767071;3,3634E+16;2256844187;3292372745;1
4475;54500569,04;1226428179;11711517,73;6557234198;-15678569,88;358301279;3,44299E+16;1508943,54;20231540,56;1029280,46;277056434,6;78092012,39;10996328,13;19482234,95;1
4476;2268670381;0;7084722951;2295900249;-5595728002;1747033019;113312231;6556120106;0;-4004972405;3680047713;23519385,31;4934749482;4794172348;1
4477;6025595996;6,92048E+15;8669749071;3,11137E+16;1,33999E+16;7051219953;3,19443E+16;1052186412;-12506444,56;5740930446;1969799929;0;6055179665;0;1
4478;2811487457;11025137,79;1,83914E+16;9055522657;5390169622;160806,57;5510613637;8571888502;5324567,68;-1966136174;102573248,7;81063579,29;37608436,73;32462081,79;1
4479;6938710184;16146039,51;2,08563E+16;2918179558;3,14021E+16;6183646677;2602636224;2002361,26;8,32443E+15;-5062348087;83202940,39;0;32672609,01;23780713,46;1
